,Join
15260,94644
15261,117546
15262,117547
15263,117548
15264,113589
15265,117549
15266,117552
15267,53365
15268,117553
15269,107591
15270,107592
15271,101636
15272,96351
15273,117554
15274,117555
15275,107593
15276,117556
15277,117557
15278,117558
15279,117559
15280,107594
15281,117562
15282,117563
15283,117564
15284,117565
15285,104123
15286,117566
15287,107595
15288,117569
15289,117570
15290,107464
15291,107596
15292,65455
15293,69131
15294,113406
15295,107597
15296,102374
15297,103175
15298,113407
15299,101447
15300,113408
15301,107600
15302,113410
15303,111805
15304,97842
15305,94003
15306,96236
15307,95728
15308,103387
15309,107602
15310,111806
15311,111807
15312,107603
15313,111808
15314,99651
15315,111809
15316,111810
15317,107606
15318,111811
15319,97841
15320,111812
15321,107611
15322,97840
15323,107612
15324,113596
15325,105189
15326,97488
15327,107614
15328,101446
15329,112315
15330,92730
15331,99650
15332,102880
15333,113597
15334,103174
15335,104972
15336,104168
15337,117578
15338,117579
15339,117580
15340,117581
15341,117582
15342,117583
15343,117584
15344,118329
15345,105158
15346,94420
15347,103390
15348,105048
15349,61152
15350,49449
15351,101445
15352,105221
15353,103298
15354,68776
15355,117588
15356,117589
15357,117590
15358,94437
15359,96182
15360,117591
15361,117592
15362,117593
15363,45549
15364,104971
15365,111815
15366,118527
15367,98031
15368,94305
15369,57662
15370,28034
15371,28035
15372,28036
15373,28037
15374,42702
15375,28038
15376,111762
15377,111763
15378,111764
15379,113590
15380,118528
15381,113591
15382,49415
15383,105161
15384,105103
15385,105886
15386,118529
15387,104090
15388,41751
15389,109059
15390,109060
15391,118530
15392,109061
15393,111766
15394,109062
15395,68615
15396,109064
15397,105205
15398,111767
15399,111768
15400,105094
15401,92612
15402,98008
15403,98086
15404,103349
15405,101442
15406,113599
15407,101648
15408,21246
15409,113600
15410,101676
15411,101677
15412,109065
15413,101624
15414,105538
15415,109066
15416,109067
15417,109068
15418,96221
15419,105537
15420,113601
15421,118531
15422,105536
15423,107619
15424,17432
15425,99865
15426,96204
15427,99397
15428,93196
15429,98055
15430,107308
15431,107309
15432,107311
15433,107312
15434,115009
15435,9810
15436,17429
15437,17428
15438,107313
15439,107314
15440,103888
15441,107316
15442,96048
15443,93261
15444,107317
15445,17425
15446,95567
15447,107319
15448,107320
15449,107323
15450,107325
15451,107326
15452,1899
15453,107328
15454,107329
15455,107330
15456,91680
15457,107332
15458,107333
15459,95267
15460,107335
15461,107336
15462,95250
15463,107338
15464,107339
15465,107341
15466,117897
15467,107342
15468,118532
15469,57792
15470,41017
15471,77520
15472,77521
15473,77522
15474,95251
15475,77523
15476,77524
15477,77525
15478,77526
15479,77527
15480,103785
15481,77528
15482,77529
15483,95535
15484,107346
15485,14886
15486,77530
15487,93861
15488,107347
15489,107364
15490,91497
15491,107365
15492,100386
15493,107366
15494,107368
15495,107371
15496,107372
15497,107348
15498,107350
15499,107351
15500,107352
15501,14798
15502,107353
15503,20008
15504,107354
15505,107355
15506,107358
15507,107359
15508,4404
15509,107360
15510,107361
15511,107362
15512,107363
15513,107373
15514,107376
15515,107377
15516,7039
15517,107380
15518,107381
15519,107383
15520,107384
15521,107386
15522,107387
15523,57791
15524,49597
15525,94435
15526,94283
15527,101668
15528,102173
15529,104987
15530,107390
15531,107391
15532,107392
15533,105190
15534,94272
15535,111842
15536,111843
15537,107622
15538,14749
15539,17294
15540,17293
15541,1758
15542,7036
15543,12183
15544,19957
15545,1755
15546,111847
15547,114076
15548,7034
15549,103787
15550,107393
15551,107394
15552,9658
15553,7032
15554,14744
15555,107395
15556,107396
15557,107397
15558,107398
15559,107400
15560,107402
15561,107405
15562,107406
15563,98614
15564,107408
15565,107409
15566,107411
15567,107413
15568,113274
15569,4429
15570,107414
15571,107415
15572,113594
15573,98627
15574,95905
15575,99531
15576,101306
15577,105866
15578,92402
15579,95904
15580,103063
15581,95903
15582,94122
15583,97712
15584,101304
15585,97708
15586,104857
15587,95898
15588,103055
15589,103054
15590,101299
15591,97707
15592,94111
15593,107418
15594,101298
15595,97704
15596,95897
15597,97703
15598,104856
15599,95896
15600,97697
15601,95891
15602,95890
15603,107428
15604,107429
15605,92393
15606,103050
15607,94110
15608,94109
15609,107417
15610,97696
15611,103049
15612,107440
15613,107444
15614,103048
15615,95888
15616,97692
15617,101291
15618,99516
15619,111855
15620,111856
15621,94100
15622,99515
15623,99514
15624,101290
15625,95885
15626,92385
15627,111858
15628,94099
15629,92384
15630,95883
15631,97691
15632,97682
15633,95766
15634,92379
15635,95875
15636,94095
15637,103037
15638,103038
15639,95874
15640,99510
15641,101285
15642,104839
15643,99509
15644,92377
15645,95872
15646,103036
15647,101284
15648,99504
15649,97677
15650,92373
15651,104833
15652,97675
15653,105231
15654,92372
15655,107625
15656,101282
15657,97673
15658,101281
15659,104832
15660,95865
15661,99502
15662,97672
15663,94091
15664,99495
15665,111872
15666,111873
15667,107459
15668,104826
15669,95860
15670,107460
15671,95859
15672,107462
15673,99493
15674,101277
15675,103026
15676,92367
15677,92366
15678,98665
15679,103025
15680,94084
15681,92360
15682,101274
15683,92359
15684,95240
15685,97664
15686,95852
15687,92358
15688,97663
15689,101273
15690,97661
15691,104820
15692,101272
15693,103023
15694,99487
15695,97674
15696,103339
15697,103020
15698,94433
15699,97654
15700,97653
15701,95907
15702,99483
15703,99538
15704,92346
15705,92345
15706,92344
15707,99482
15708,99787
15709,97652
15710,99815
15711,94080
15712,100982
15713,99478
15714,92341
15715,92196
15716,92340
15717,95847
15718,99477
15719,92338
15720,101262
15721,97646
15722,99476
15723,102739
15724,95846
15725,102714
15726,102823
15727,103016
15728,28119
15729,95824
15730,99466
15731,99465
15732,97630
15733,103001
15734,103000
15735,93877
15736,94061
15737,28126
15738,28127
15739,28128
15740,95823
15741,28129
15742,28130
15743,28123
15744,28124
15745,28125
15746,92325
15747,95822
15748,95817
15749,94057
15750,94056
15751,97624
15752,100938
15753,94055
15754,102991
15755,104525
15756,28135
15757,93803
15758,28136
15759,28137
15760,28138
15761,28139
15762,28140
15763,28141
15764,53797
15765,28142
15766,65459
15767,65492
15768,66923
15769,92110
15770,95810
15771,97620
15772,94047
15773,95807
15774,99447
15775,95806
15776,99448
15777,99442
15778,101221
15779,102982
15780,101219
15781,104772
15782,95790
15783,94043
15784,97618
15785,100939
15786,99441
15787,92319
15788,94042
15789,94041
15790,92198
15791,95799
15792,97610
15793,97611
15794,93819
15795,100623
15796,101938
15797,102976
15798,104764
15799,104767
15800,104768
15801,92314
15802,104834
15803,97608
15804,107589
15805,99435
15806,107635
15807,103134
15808,94194
15809,95908
15810,97716
15811,100941
15812,101310
15813,92405
15814,97378
15815,97715
15816,101309
15817,103065
15818,104547
15819,104863
15820,94121
15821,94120
15822,103062
15823,95902
15824,103061
15825,97711
15826,101303
15827,104859
15828,105888
15829,104907
15830,94119
15831,92401
15832,95901
15833,107609
15834,95900
15835,101302
15836,107613
15837,95894
15838,104855
15839,118333
15840,97702
15841,103053
15842,92396
15843,105870
15844,97701
15845,95893
15846,92395
15847,98297
15848,99526
15849,104850
15850,101297
15851,97700
15852,96506
15853,105869
15854,104846
15855,101294
15856,94107
15857,94106
15858,118336
15859,99521
15860,92390
15861,99519
15862,92389
15863,94105
15864,97695
15865,98310
15866,103046
15867,101293
15868,101288
15869,118337
15870,118338
15871,104845
15872,98311
15873,103040
15874,95881
15875,104841
15876,104843
15877,99513
15878,95880
15879,104542
15880,97690
15881,97689
15882,107615
15883,95879
15884,104837
15885,103035
15886,97681
15887,101818
15888,95871
15889,97680
15890,94094
15891,92376
15892,97679
15893,99507
15894,95870
15895,95868
15896,102751
15897,103034
15898,92375
15899,99264
15900,92371
15901,99501
15902,115051
15903,97671
15904,104831
15905,115052
15906,101280
15907,101937
15908,104830
15909,95864
15910,94090
15911,99499
15912,99498
15913,94089
15914,107621
15915,99219
15916,95857
15917,99492
15918,104580
15919,101276
15920,99491
15921,101275
15922,104821
15923,104822
15924,92365
15925,97666
15926,103797
15927,95856
15928,92364
15929,92363
15930,92362
15931,95851
15932,104819
15933,104818
15934,97658
15935,92356
15936,97657
15937,95850
15938,104600
15939,112228
15940,92355
15941,96276
15942,97656
15943,101271
15944,104816
15945,103022
15946,92354
15947,99481
15948,101267
15949,95848
15950,104817
15951,107624
15952,92343
15953,97651
15954,104814
15955,103018
15956,105260
15957,94079
15958,94078
15959,107628
15960,92342
15961,100991
15962,103017
15963,97644
15964,95844
15965,101248
15966,97634
15967,103323
15968,97633
15969,97632
15970,97660
15971,99472
15972,95828
15973,100087
15974,99471
15975,94069
15976,95827
15977,101247
15978,99469
15979,101244
15980,102998
15981,102997
15982,101243
15983,102995
15984,99462
15985,118352
15986,99461
15987,118353
15988,104597
15989,95821
15990,101242
15991,99460
15992,97627
15993,101240
15994,104782
15995,101239
15996,107648
15997,101238
15998,94054
15999,101237
16000,94053
16001,99454
16002,107639
16003,101367
16004,107640
16005,102990
16006,94052
16007,107642
16008,97623
16009,102985
16010,92322
16011,94086
16012,102984
16013,107646
16014,107647
16015,101229
16016,99446
16017,95805
16018,95804
16019,94044
16020,103642
16021,99445
16022,99444
16023,104273
16024,101228
16025,102980
16026,95797
16027,99440
16028,99439
16029,95796
16030,102547
16031,97617
16032,94040
16033,102572
16034,102977
16035,101218
16036,107652
16037,107653
16038,97616
16039,101217
16040,92316
16041,94124
16042,104862
16043,99537
16044,103064
16045,99406
16046,97714
16047,94123
16048,99536
16049,101308
16050,101307
16051,104860
16052,99535
16053,99534
16054,104861
16055,95906
16056,94266
16057,94118
16058,99532
16059,99806
16060,94117
16061,99530
16062,94116
16063,92400
16064,101301
16065,103057
16066,103058
16067,92399
16068,94115
16069,94114
16070,102029
16071,93084
16072,94112
16073,95899
16074,103052
16075,99525
16076,99524
16077,102046
16078,99523
16079,93133
16080,104848
16081,104847
16082,97698
16083,102063
16084,92394
16085,99522
16086,95892
16087,103051
16088,94854
16089,101292
16090,94103
16091,101296
16092,92388
16093,94102
16094,99518
16095,94101
16096,99799
16097,103043
16098,97694
16099,97693
16100,99517
16101,92387
16102,99798
16103,95886
16104,92386
16105,92552
16106,97687
16107,97688
16108,94097
16109,92382
16110,101620
16111,95878
16112,101632
16113,103400
16114,95877
16115,92380
16116,97686
16117,94096
16118,97684
16119,101672
16120,104478
16121,101283
16122,92374
16123,107698
16124,99506
16125,94093
16126,99505
16127,104835
16128,94092
16129,105868
16130,103033
16131,103032
16132,95867
16133,112719
16134,95863
16135,103029
16136,92370
16137,94088
16138,97670
16139,91623
16140,92369
16141,103027
16142,103426
16143,104828
16144,95862
16145,95046
16146,97669
16147,95861
16148,101279
16149,104827
16150,94087
16151,95855
16152,107661
16153,95854
16154,107712
16155,105430
16156,106052
16157,99490
16158,107660
16159,103024
16160,99489
16161,94085
16162,99488
16163,101698
16164,92361
16165,93989
16166,92353
16167,97665
16168,92352
16169,92351
16170,92618
16171,94082
16172,99486
16173,101270
16174,101269
16175,61958
16176,95849
16177,99485
16178,103021
16179,92350
16180,101268
16181,92347
16182,104813
16183,104810
16184,104809
16185,97650
16186,102776
16187,106059
16188,101264
16189,106061
16190,104808
16191,106058
16192,97648
16193,97647
16194,94077
16195,101263
16196,94076
16197,99479
16198,92331
16199,104791
16200,103002
16201,104790
16202,92330
16203,99468
16204,101246
16205,92329
16206,97631
16207,104495
16208,104789
16209,107754
16210,95826
16211,95825
16212,99467
16213,92327
16214,95819
16215,107665
16216,94059
16217,101241
16218,92326
16219,94058
16220,102994
16221,99459
16222,102715
16223,102992
16224,97626
16225,99458
16226,95818
16227,95794
16228,97625
16229,99457
16230,102993
16231,92404
16232,95814
16233,103060
16234,94051
16235,95813
16236,92323
16237,94050
16238,99453
16239,100617
16240,101231
16241,99451
16242,95812
16243,94049
16244,99450
16245,101233
16246,95795
16247,97615
16248,97542
16249,102362
16250,97655
16251,101216
16252,103185
16253,95793
16254,97614
16255,97613
16256,104769
16257,97612
16258,95791
16259,97713
16260,94039
16261,99374
16262,99436
16263,97619
16264,95803
16265,92321
16266,101225
16267,101227
16268,101224
16269,101266
16270,101287
16271,95802
16272,94081
16273,95800
16274,99443
16275,92320
16276,101223
16277,101222
16278,94199
16279,96002
16280,101235
16281,101712
16282,96001
16283,96000
16284,97798
16285,99533
16286,101401
16287,23633
16288,23634
16289,23636
16290,23637
16291,92478
16292,94195
16293,99611
16294,107806
16295,107678
16296,118364
16297,109098
16298,109099
16299,107679
16300,98093
16301,101265
16302,107818
16303,109101
16304,107680
16305,107852
16306,107853
16307,107851
16308,107817
16309,109146
16310,107850
16311,107815
16312,109147
16313,107849
16314,107681
16315,107814
16316,103279
16317,107812
16318,31168
16319,94398
16320,107683
16321,31171
16322,31172
16323,107809
16324,107684
16325,107810
16326,31173
16327,107808
16328,107844
16329,31176
16330,31177
16331,31178
16332,31179
16333,107807
16334,107686
16335,107843
16336,107854
16337,31180
16338,107855
16339,107688
16340,107857
16341,31183
16342,107858
16343,107864
16344,103039
16345,107689
16346,104930
16347,107866
16348,107867
16349,107868
16350,107869
16351,107872
16352,107873
16353,94196
16354,106561
16355,101795
16356,107691
16357,107692
16358,97979
16359,100093
16360,107694
16361,107874
16362,107875
16363,107876
16364,107878
16365,107695
16366,107879
16367,101929
16368,107881
16369,96284
16370,107821
16371,107822
16372,107824
16373,107826
16374,107829
16375,107830
16376,107833
16377,107884
16378,97629
16379,107886
16380,107888
16381,107887
16382,107899
16383,100102
16384,107900
16385,107901
16386,95895
16387,104507
16388,100103
16389,107889
16390,107890
16391,104477
16392,107892
16393,107902
16394,107893
16395,118432
16396,93972
16397,107903
16398,107904
16399,107906
16400,106563
16401,103097
16402,107907
16403,99846
16404,107909
16405,94462
16406,97061
16407,107910
16408,107911
16409,107913
16410,107915
16411,107917
16412,96978
16413,99842
16414,107918
16415,107696
16416,107919
16417,107920
16418,118433
16419,117603
16420,117604
16421,117605
16422,105142
16423,96176
16424,103327
16425,105141
16426,92656
16427,105140
16428,94397
16429,101597
16430,96175
16431,103324
16432,105136
16433,94395
16434,101594
16435,111942
16436,111943
16437,117606
16438,118367
16439,117608
16440,107700
16441,117609
16442,111944
16443,111945
16444,117607
16445,117610
16446,111946
16447,111947
16448,117611
16449,118368
16450,111948
16451,111949
16452,111951
16453,103631
16454,111952
16455,111953
16456,111954
16457,103649
16458,107699
16459,107921
16460,107922
16461,102273
16462,107923
16463,93403
16464,107925
16465,105155
16466,94165
16467,107927
16468,107929
16469,103458
16470,111955
16471,111956
16472,4911
16473,14784
16474,99845
16475,111958
16476,109336
16477,114654
16478,109104
16479,113602
16480,109105
16481,109106
16482,109337
16483,111959
16484,97983
16485,107939
16486,107941
16487,97970
16488,107930
16489,117612
16490,107933
16491,107703
16492,107704
16493,107934
16494,107935
16495,107936
16496,107705
16497,96333
16498,107942
16499,107944
16500,107945
16501,107707
16502,107948
16503,107950
16504,94562
16505,107951
16506,109338
16507,107952
16508,107953
16509,98845
16510,107955
16511,107956
16512,100541
16513,111961
16514,111962
16515,111963
16516,107715
16517,107714
16518,107713
16519,113615
16520,23720
16521,1065
16522,23722
16523,6310
16524,23723
16525,109114
16526,109115
16527,109116
16528,117613
16529,117614
16530,99314
16531,111964
16532,109117
16533,194142
16534,194143
16535,194144
16536,194145
16537,118369
16538,107982
16539,107983
16540,107716
16541,107958
16542,107959
16543,107960
16544,102171
16545,107961
16546,107985
16547,109118
16548,109119
16549,109120
16550,107734
16551,109121
16552,109341
16553,113608
16554,107962
16555,107963
16556,105498
16557,104554
16558,105819
16559,107737
16560,107989
16561,107990
16562,95518
16563,107991
16564,107992
16565,99275
16566,107717
16567,95995
16568,107718
16569,99173
16570,100928
16571,107719
16572,104524
16573,106107
16574,109345
16575,107722
16576,104594
16577,106112
16578,106115
16579,107724
16580,107725
16581,109347
16582,111965
16583,111966
16584,117397
16585,106119
16586,107729
16587,103340
16588,94219
16589,99791
16590,103341
16591,107727
16592,117398
16593,113616
16594,4868
16595,111967
16596,12729
16597,111968
16598,107746
16599,20276
16600,7359
16601,111969
16602,111971
16603,107747
16604,111976
16605,107749
16606,102769
16607,111977
16608,103671
16609,111978
16610,107750
16611,111979
16612,111980
16613,111981
16614,111982
16615,107752
16616,111983
16617,111984
16618,111985
16619,111986
16620,111987
16621,117615
16622,117616
16623,106130
16624,107755
16625,117619
16626,117620
16627,118650
16628,117621
16629,104517
16630,117623
16631,118652
16632,117625
16633,118653
16634,190051
16635,106131
16636,118654
16637,106132
16638,118655
16639,104292
16640,106134
16641,102531
16642,117622
16643,111991
16644,111993
16645,100753
16646,94461
16647,104324
16648,103691
16649,104325
16650,105384
16651,104342
16652,111995
16653,111996
16654,111999
16655,98917
16656,112000
16657,117626
16658,117628
16659,97668
16660,95866
16661,103030
16662,104218
16663,99819
16664,96206
16665,104224
16666,107757
16667,107759
16668,103047
16669,97253
16670,108244
16671,101589
16672,107761
16673,100701
16674,118657
16675,107764
16676,116375
16677,118658
16678,104549
16679,116376
16680,117629
16681,117630
16682,107765
16683,94458
16684,101665
16685,117631
16686,117632
16687,117633
16688,117634
16689,117635
16690,115096
16691,107768
16692,104217
16693,118388
16694,109160
16695,107767
16696,102778
16697,107770
16698,107771
16699,117898
16700,118389
16701,107772
16702,118390
16703,107773
16704,104144
16705,107775
16706,107776
16707,107777
16708,107781
16709,107778
16710,107782
16711,109353
16712,113603
16713,113618
16714,104239
16715,107783
16716,118667
16717,107789
16718,99263
16719,101890
16720,107785
16721,101889
16722,99016
16723,117640
16724,117641
16725,107790
16726,103567
16727,117646
16728,117647
16729,117648
16730,117649
16731,117650
16732,95753
16733,108011
16734,92777
16735,108012
16736,108013
16737,108014
16738,108015
16739,108016
16740,108018
16741,108019
16742,107791
16743,108021
16744,108022
16745,108024
16746,97026
16747,108025
16748,108026
16749,108027
16750,108028
16751,108030
16752,108032
16753,107796
16754,108033
16755,108035
16756,100558
16757,108036
16758,103566
16759,96193
16760,99893
16761,107792
16762,108039
16763,108040
16764,108044
16765,108042
16766,100777
16767,108048
16768,107797
16769,108049
16770,108050
16771,108051
16772,108052
16773,108054
16774,108055
16775,108056
16776,108057
16777,108058
16778,104101
16779,108059
16780,108061
16781,100593
16782,108062
16783,108064
16784,104184
16785,108065
16786,108066
16787,108067
16788,107800
16789,107798
16790,117661
16791,102822
16792,117662
16793,50723
16794,104899
16795,107803
16796,109170
16797,118675
16798,117663
16799,101214
16800,91557
16801,101215
16802,96861
16803,97607
16804,104900
16805,104761
16806,107802
16807,99433
16808,117664
16809,114099
16810,111777
16811,48693
16812,39131
16813,52621
16814,117667
16815,48694
16816,50712
16817,26328
16818,38996
16819,60411
16820,26329
16821,26330
16822,26331
16823,91517
16824,94974
16825,96003
16826,26332
16827,95767
16828,100272
16829,102935
16830,104931
16831,26334
16832,26335
16833,26336
16834,103938
16835,103823
16836,107804
16837,114100
16838,117407
16839,117672
16840,102968
16841,100763
16842,99432
16843,108071
16844,108072
16845,108073
16846,108074
16847,108075
16848,108076
16849,108077
16850,108078
16851,108080
16852,108084
16853,108086
16854,81902
16855,108088
16856,108089
16857,108091
16858,104639
16859,102934
16860,93444
16861,97483
16862,99413
16863,108092
16864,93451
16865,108093
16866,97826
16867,108095
16868,108097
16869,94028
16870,98779
16871,28418
16872,28419
16873,28420
16874,28421
16875,28422
16876,31231
16877,31232
16878,100544
16879,102936
16880,99416
16881,101451
16882,97583
16883,91507
16884,100935
16885,95142
16886,101213
16887,102297
16888,108106
16889,108107
16890,108109
16891,108110
16892,95097
16893,108114
16894,108115
16895,117804
16896,113621
16897,117679
16898,117680
16899,117682
16900,117683
16901,112003
16902,112004
16903,108116
16904,117805
16905,111780
16906,108151
16907,108152
16908,108153
16909,108154
16910,108156
16911,93896
16912,113623
16913,108130
16914,108137
16915,117684
16916,117685
16917,108138
16918,108146
16919,108139
16920,99401
16921,108132
16922,108141
16923,108143
16924,108144
16925,111783
16926,108145
16927,92315
16928,108147
16929,108148
16930,108149
16931,108150
16932,101250
16933,108178
16934,108179
16935,97038
16936,93527
16937,108182
16938,108181
16939,111784
16940,112009
16941,108172
16942,108174
16943,95808
16944,108175
16945,108176
16946,112010
16947,108177
16948,108173
16949,108164
16950,108165
16951,117686
16952,108166
16953,108168
16954,108169
16955,117687
16956,108171
16957,105261
16958,116733
16959,117692
16960,117693
16961,109128
16962,109130
16963,107848
16964,109136
16965,109137
16966,105950
16967,117668
16968,113609
16969,100888
16970,117697
16971,117698
16972,107847
16973,108184
16974,108187
16975,108190
16976,117699
16977,92368
16978,108185
16979,189193
16980,108188
16981,189194
16982,108191
16983,189195
16984,101721
16985,189196
16986,107846
16987,104489
16988,189197
16989,105857
16990,189198
16991,108202
16992,108204
16993,108207
16994,107845
16995,108209
16996,108210
16997,99902
16998,108201
16999,108205
17000,108206
17001,108208
17002,108211
17003,108212
17004,95882
17005,108213
17006,97450
17007,101044
17008,108215
17009,94020
17010,108217
17011,108218
17012,108219
17013,108220
17014,117700
17015,117701
17016,117703
17017,117704
17018,117705
17019,117706
17020,117707
17021,117708
17022,117709
17023,117710
17024,117711
17025,117712
17026,116734
17027,108221
17028,108222
17029,108223
17030,108224
17031,95782
17032,108226
17033,108225
17034,108234
17035,108235
17036,108236
17037,98690
17038,108229
17039,108230
17040,103670
17041,107865
17042,104442
17043,117713
17044,117714
17045,108237
17046,113624
17047,117715
17048,117716
17049,108238
17050,104151
17051,117717
17052,117718
17053,117719
17054,117720
17055,117722
17056,117723
17057,117724
17058,117725
17059,117726
17060,117727
17061,112019
17062,112020
17063,117731
17064,117732
17065,112021
17066,112022
17067,108240
17068,108241
17069,92113
17070,100548
17071,108243
17072,108242
17073,106232
17074,106186
17075,106187
17076,100585
17077,106188
17078,91678
17079,106190
17080,102412
17081,31246
17082,31248
17083,104185
17084,96235
17085,91630
17086,105215
17087,112024
17088,92680
17089,103914
17090,112028
17091,112029
17092,117741
17093,112025
17094,112026
17095,112027
17096,101588
17097,102786
17098,117745
17099,95606
17100,117746
17101,133685
17102,164721
17103,113612
17104,117747
17105,117749
17106,108245
17107,102443
17108,104901
17109,108246
17110,108121
17111,92861
17112,102444
17113,108126
17114,93273
17115,108128
17116,108247
17117,117751
17118,108249
17119,108252
17120,97479
17121,108254
17122,108266
17123,31252
17124,108270
17125,112033
17126,26340
17127,26342
17128,93202
17129,108275
17130,26343
17131,108256
17132,108277
17133,108259
17134,108279
17135,117756
17136,108261
17137,101040
17138,117758
17139,26346
17140,108281
17141,96763
17142,107882
17143,104178
17144,104102
17145,117759
17146,117760
17147,117763
17148,117764
17149,117767
17150,117768
17151,77694
17152,77695
17153,103709
17154,112034
17155,112036
17156,112038
17157,112043
17158,108292
17159,100554
17160,112046
17161,103667
17162,112053
17163,112054
17164,100561
17165,112056
17166,112058
17167,117770
17168,112066
17169,112068
17170,117772
17171,117774
17172,117775
17173,112075
17174,112076
17175,104202
17176,99843
17177,103677
17178,117777
17179,117779
17180,105203
17181,117780
17182,117781
17183,117782
17184,117783
17185,117784
17186,97964
17187,94304
17188,97999
17189,101510
17190,103362
17191,103221
17192,94434
17193,99688
17194,102745
17195,112081
17196,112082
17197,498
17198,23965
17199,112087
17200,112088
17201,103695
17202,118691
17203,102774
17204,113440
17205,103690
17206,113435
17207,113436
17208,102772
17209,113438
17210,113441
17211,115171
17212,113442
17213,113443
17214,113444
17215,113439
17216,99159
17217,113445
17218,113446
17219,99170
17220,99221
17221,100957
17222,95559
17223,104602
17224,81933
17225,81935
17226,100999
17227,105339
17228,98183
17229,102627
17230,118694
17231,93771
17232,118695
17233,95603
17234,105969
17235,113447
17236,113448
17237,12974
17238,113449
17239,113450
17240,113452
17241,14540
17242,92397
17243,97710
17244,104419
17245,99579
17246,101338
17247,99616
17248,113453
17249,101556
17250,109224
17251,98230
17252,100023
17253,104093
17254,109225
17255,104587
17256,102775
17257,102454
17258,31277
17259,31278
17260,100910
17261,112104
17262,112105
17263,3770
17264,24008
17265,10182
17266,24010
17267,24011
17268,102699
17269,112108
17270,112110
17271,112118
17272,112120
17273,104427
17274,105432
17275,115172
17276,102722
17277,99208
17278,112156
17279,24014
17280,2464
17281,102723
17282,24015
17283,1963
17284,108533
17285,24017
17286,4498
17287,112122
17288,112123
17289,4850
17290,24019
17291,112117
17292,106030
17293,7592
17294,104576
17295,112126
17296,117673
17297,44401
17298,63787
17299,112130
17300,112131
17301,112133
17302,112138
17303,104474
17304,47852
17305,67162
17306,67161
17307,61313
17308,189294
17309,189295
17310,189296
17311,189298
17312,106038
17313,98135
17314,106037
17315,97928
17316,101790
17317,103504
17318,92838
17319,92841
17320,94318
17321,92633
17322,105117
17323,101563
17324,100025
17325,94402
17326,97831
17327,102838
17328,103559
17329,91220
17330,105545
17331,104955
17332,94654
17333,112139
17334,112140
17335,117984
17336,63350
17337,40059
17338,109138
17339,109139
17340,63412
17341,59519
17342,47769
17343,109142
17344,109143
17345,102424
17346,55608
17347,44038
17348,43998
17349,63416
17350,112154
17351,47827
17352,112155
17353,44021
17354,55588
17355,43975
17356,105268
17357,94504
17358,58367
17359,39025
17360,46721
17361,58478
17362,43036
17363,102425
17364,94506
17365,47755
17366,43963
17367,103434
17368,105253
17369,63394
17370,59503
17371,51743
17372,59518
17373,63448
17374,55602
17375,55620
17376,55619
17377,102437
17378,105199
17379,101750
17380,59486
17381,42900
17382,42901
17383,94428
17384,54520
17385,58383
17386,62401
17387,58444
17388,94472
17389,92751
17390,96224
17391,62449
17392,99836
17393,97990
17394,59510
17395,63397
17396,94453
17397,67140
17398,55568
17399,59548
17400,59572
17401,47875
17402,63435
17403,39032
17404,43021
17405,43020
17406,96252
17407,96286
17408,103440
17409,117788
17410,117789
17411,101634
17412,96208
17413,94460
17414,104159
17415,117790
17416,117791
17417,109152
17418,109153
17419,117792
17420,117793
17421,118540
17422,117794
17423,117795
17424,117796
17425,117797
17426,96210
17427,99821
17428,117798
17429,105093
17430,103281
17431,105095
17432,92613
17433,108504
17434,108505
17435,117799
17436,99769
17437,92652
17438,108296
17439,108298
17440,97931
17441,96062
17442,65999
17443,39033
17444,108314
17445,108299
17446,108301
17447,98120
17448,104165
17449,101741
17450,101734
17451,96303
17452,62318
17453,42887
17454,50702
17455,58445
17456,66075
17457,104171
17458,105577
17459,108304
17460,108305
17461,108306
17462,46842
17463,50591
17464,62320
17465,46808
17466,62407
17467,105248
17468,106075
17469,106074
17470,106073
17471,106071
17472,106069
17473,106068
17474,106076
17475,109159
17476,62293
17477,42860
17478,54521
17479,66000
17480,62437
17481,50729
17482,50548
17483,62286
17484,50593
17485,65974
17486,58486
17487,66111
17488,46824
17489,66089
17490,39000
17491,65967
17492,46728
17493,96266
17494,96260
17495,106053
17496,106054
17497,106055
17498,106056
17499,108310
17500,109162
17501,101693
17502,109163
17503,101692
17504,109164
17505,103423
17506,109165
17507,112157
17508,108311
17509,108451
17510,94480
17511,96257
17512,105759
17513,108316
17514,105237
17515,103420
17516,96255
17517,109169
17518,105737
17519,105755
17520,105763
17521,113455
17522,99877
17523,108317
17524,108318
17525,108320
17526,108321
17527,109175
17528,109176
17529,98122
17530,108323
17531,93144
17532,108324
17533,101145
17534,96302
17535,96301
17536,101144
17537,101733
17538,99915
17539,92792
17540,94060
17541,98117
17542,99914
17543,101726
17544,95720
17545,94528
17546,96298
17547,98116
17548,100382
17549,103454
17550,92791
17551,103455
17552,108327
17553,108329
17554,118394
17555,100442
17556,108331
17557,93424
17558,108332
17559,99885
17560,99977
17561,7700
17562,109177
17563,103396
17564,101701
17565,117806
17566,101368
17567,117807
17568,117808
17569,117809
17570,117812
17571,117813
17572,110445
17573,94496
17574,94495
17575,96271
17576,96270
17577,94492
17578,94491
17579,96269
17580,94488
17581,92771
17582,99887
17583,92770
17584,105242
17585,118359
17586,101689
17587,101691
17588,105240
17589,110446
17590,92758
17591,94476
